"salesorderkey","orderdate","customerkey","customerfirstname","customerlastname","customeraddress","customercity","cusotmerstate","customerzipcode","customercountry","socialmedia","totalsale","currencykey"
"1234915200000-135442343","2009-02-18T20:14:00Z","1263513600000-47","Sebastian","Harrell","9987 Nam Street","Evansville","IN","28500","USA","NicoArena81","6118.4","1"
"1294444800000-228139832","2011-01-08T20:30:00Z","1188432000000-579","Bianca","Oneill","468-1111 Nisi Rd.","Aurora","IL","42063","USA","cali33065","6372.94","1"
"1306972800000-233331420","2011-06-02T08:09:00Z","1275436800000-305","Megan","Dominguez","908-5577 Rutrum Avenue","Nampa","ID","12382","USA","FailOfcourse","9386.77","1"
"1427155200000-117942961","2015-03-24T17:07:00Z","1140566400000-557","Jessica","James","167-9581 Sed St.","Glendale","AZ","85392","USA","nsicargo","9897.73","1"
"1115683200000-207018708","2005-05-10T08:31:00Z","1116288000000-23","Flynn","Coleman","2017 Nonummy Rd.","Erie","PA","72710","USA","erikarastrepo","5631.68","1"
"1246320000000-202501296","2009-06-30T21:04:00Z","1345420800000-272","Wendy","Miranda","3415 Aliquet St.","Provo","UT","42186","USA","TomMSFT","7212.8","1"
"1371600000000-41402553","2013-06-19T02:35:00Z","1212883200000-4","Carson","Garza","686-6719 Tincidunt Rd.","Baltimore","MD","91217","USA","AndroidonEbay","5055.54","1"
"1203033600000-156112281","2008-02-15T04:48:00Z","1240963200000-101","Octavia","Patterson","Ap #291-7041 Eget Rd.","Toledo","OH","30416","USA","GiselleeGomzale","3598.16","1"
"1127779200000-155036568","2005-09-27T02:42:00Z","1363478400000-54","Blythe","Nichols","P.O. Box 838 2029 Tempor Ave","Las Vegas","NV","56909","USA","greatfuck63","4278.24","1"
"1107820800000-46687673","2005-02-08T02:38:00Z","1252108800000-351","Rudyard","Mcintyre","318-1833 Mauris Road","Honolulu","HI","78444","USA","cshell202","6023.06","1"
"1346716800000-164338895","2012-09-04T23:45:00Z","1232582400000-586","Emily","Schwartz","9421 Quam Avenue","Gresham","OR","37316","USA","manii_xoxox","6649.18","1"
"1129680000000-96655153","2005-10-19T16:08:00Z","1145404800000-423","Medge","Cherry","P.O. Box 674 1598 Magna. Avenue","Omaha","NE","87208","USA","RockhillStrat","9154.09","1"
"1211760000000-18095233","2008-05-26T19:31:00Z","1126828800000-518","Lacy","Cantrell","Ap #543-7410 Accumsan Rd.","Bangor","ME","92845","USA","waldeelbailarin","6885.15","1"
"1276041600000-53601187","2010-06-09T15:01:00Z","1178841600000-149","Dorothy","Beach","Ap #626-9185 Tempus St.","Billings","MT","29453","USA","Patrik_Hansen","9162.96","1"
"1164844800000-198890444","2006-11-30T15:08:00Z","1251417600000-181","Macaulay","Rasmussen","908-5577 Rutrum Avenue","Nampa","ID","12382","USA","FailOfcourse","7321.71","1"
"1391731200000-239150402","2014-02-07T01:24:00Z","1228003200000-455","Paula","Griffin","350 Donec Av.","Jonesboro","AR","72610","USA","ruhhali_","5137.11","1"
"1124409600000-128529782","2005-08-19T19:22:00Z","1172793600000-568","MacKensie","Vaughn","2646 Lectus. Road","San Diego","CA","95696","USA","abdallah_td","5554.23","1"
"1142121600000-203808256","2006-03-12T22:02:00Z","1118361600000-473","Amelia","Wilcox","Ap #435-8285 Luctus. St.","Iowa City","IA","62659","USA","BakFurkan","5934.54","1"
"1204329600000-57989776","2008-03-01T08:22:00Z","1158451200000-124","Bell","Pearson","P.O. Box 814 162 Est Rd.","Nashville","TN","75938","USA","lyoung41566","8604.84","1"
"1264291200000-190786951","2010-01-24T07:33:00Z","1245283200000-73","Aiko","Wilder","532-6524 Consectetuer Av.","Columbus","GA","31310","USA","fedorarguelles","8089.09","1"
"1150416000000-249736314","2006-06-16T04:11:00Z","1158451200000-254","Raja","Klein","P.O. Box 810 194 Dui Rd.","North Las Vegas","NV","80660","USA","AklimdakiSes","5730.71","1"
"1403136000000-129821661","2014-06-19T06:12:00Z","1276387200000-66","Tiger","French","P.O. Box 333 1282 Vel Road","Louisville","KY","74079","USA","saffranrohm","2605.06","1"
"1174089600000-95613899","2007-03-17T21:35:00Z","1180656000000-39","Gavin","Stout","Ap #588-4360 Non Ave","Savannah","GA","65758","USA","badgalsar_","4130.69","1"
"1260662400000-280543497","2009-12-13T13:57:00Z","1114646400000-429","Serena","Perkins","P.O. Box 365 1821 Purus. Ave","Frankfort","KY","48047","USA","Maritsa94690414","5696.29","1"
"1132790400000-151612319","2005-11-24T17:12:00Z","1292457600000-90","Naomi","William","Ap #305-6536 Mauris Avenue","Stamford","CT","73867","USA","gunes_elter","6542.64","1"
"1337817600000-237128277","2012-05-24T11:03:00Z","1147219200000-128","John","Mitchell","Ap #638-8839 Quis Rd.","Gulfport","MS","71413","USA","osmankeskinoglu","6737.06","1"
"1178323200000-222478483","2007-05-05T03:04:00Z","1276560000000-16","Kadeem","Tanner","P.O. Box 333 1282 Vel Road","Louisville","KY","74079","USA","saffranrohm","4646.33","1"
"1348531200000-52209151","2012-09-25T05:32:00Z","1273276800000-455","Joelle","Floyd","Ap #884-9454 Eros Ave","Bear","DE","11699","USA","emrkongar","5576.12","1"
"1379635200000-194105536","2013-09-20T23:27:00Z","1168560000000-66","Adam","Ward","8358 Diam. Avenue","Gresham","OR","63734","USA","maxykke","6051.93","1"
"1317772800000-90312579","2011-10-05T20:05:00Z","1344643200000-402","Marsden","Navarro","Ap #813-3133 Cursus Avenue","Stamford","CT","29378","USA","jacobparisp","5988.46","1"
"1403136000000-33267329","2014-06-19T05:49:00Z","1210464000000-408","Illiana","Wolf","P.O. Box 390 3664 Quisque St.","West Valley City","UT","88588","USA","bmancuso7","6119.7","1"
"1226016000000-216790189","2008-11-07T20:16:00Z","1227398400000-457","Wade","Mcdowell","906-6031 Malesuada St.","Auburn","ME","99201","USA","mamiii_zz","2806.87","1"
"1135987200000-11316891","2005-12-31T02:44:00Z","1147910400000-598","Xaviera","Sanford","P.O. Box 661 8855 Etiam Street","Auburn","ME","17844","USA","Danielacast55","7261.08","1"
"1124409600000-154152300","2005-08-19T01:26:00Z","1109462400000-375","Cecilia","Chandler","9718 A Rd.","Gillette","WY","76915","USA","poopispoop911","8708.38","1"
"1234915200000-136277435","2009-02-18T15:42:00Z","1112745600000-463","Azalia","Buck","Ap #623-1453 Etiam Rd.","Milwaukee","WI","87033","USA","evreneagle","5938.95","1"
"1194134400000-120716388","2007-11-04T19:14:00Z","1136851200000-152","Gray","Burgess","1596 Cursus St.","Kansas City","KS","34011","USA","soyOddy","4691.88","1"
"1132790400000-221241779","2005-11-24T01:17:00Z","1106524800000-34","Gabriel","Juarez","Ap #848-4695 Ac Av.","Montpelier","VT","39862","USA","fyboni","5092.72","1"
"1435190400000-92377271","2015-06-25T22:43:00Z","1325030400000-241","Tyrone","Kidd","337-2822 Malesuada Rd.","Toledo","OH","99919","USA","dmtepjava","7854.39","1"
"1226016000000-41026545","2008-11-07T19:26:00Z","1116720000000-429","Amethyst","Dillon","P.O. Box 682 4111 Metus. Rd.","Detroit","MI","78379","USA","konolink","7801.09","1"
"1292889600000-154547213","2010-12-21T06:30:00Z","1125187200000-402","Rudyard","Bradley","628-401 Risus Rd.","Springfield","MO","39392","USA","EricaEricsson2","7391.27","1"
"1180224000000-168522967","2007-05-27T20:29:00Z","1235606400000-531","Logan","Craig","P.O. Box 801 7501 Erat Rd.","Lincoln","NE","62653","USA","mefisto_reyon","2619.87","1"
"1211760000000-196023052","2008-05-26T10:22:00Z","1151107200000-533","Jada","Roth","Ap #709-6893 Odio Ave","Springfield","MO","18042","USA","renne_coleman","5976","1"
"1260662400000-233426007","2009-12-13T19:40:00Z","1219708800000-1","Gisela","Beck","7321 Ornare Street","College","AK","99784","USA","youbiddernancy","8012.65","1"
"1124409600000-127448488","2005-08-19T05:03:00Z","1229644800000-55","Desirae","Harris","Ap #353-6537 Nec Road","Juneau","AK","99999","USA","yenersezer","5789.09","1"
"1328140800000-215181881","2012-02-02T23:38:00Z","1157414400000-83","Zelda","Knapp","P.O. Box 810 194 Dui Rd.","North Las Vegas","NV","80660","USA","AklimdakiSes","8674.12","1"
"1164844800000-231628724","2006-11-30T06:47:00Z","1121731200000-253","Isabelle","Gentry","P.O. Box 682 4111 Metus. Rd.","Detroit","MI","78379","USA","konolink","5222.91","1"
"1406073600000-111152826","2014-07-23T10:51:00Z","1391558400000-385","Charlotte","Butler","3641 Euismod Avenue","Chattanooga","TN","10769","USA","kinphanng","6858.97","1"
"1372982400000-36912335","2013-07-05T10:02:00Z","1297814400000-275","Illiana","Reese","678-1838 Aenean St.","New Haven","CT","43285","USA","ellenemtsjo","7278.85","1"
"1157414400000-207204","2006-09-05T04:54:00Z","1239408000000-601","Leandra","Cox","27 Cinder Autumn Link","Kinston","NC","28501","USA","_loveASHLIN","6948.59","1"
"1384128000000-57128091","2013-11-11T09:48:00Z","1191110400000-122","Robert","Bradley","Ap #395-5229 Tempus Av.","Chandler","AZ","85513","USA","ollecarlzzon","4582.41","1"
"1115683200000-146603026","2005-05-10T07:02:00Z","1283904000000-69","Dalton","Moreno","P.O. Box 682 4111 Metus. Rd.","Detroit","MI","78379","USA","konolink","10426.81","1"
"1435190400000-47922399","2015-06-25T15:31:00Z","1272153600000-263","Isaac","Hendrix","Ap #914-5593 Vulputate Road","Springdale","AR","72337","USA","jistampfli","2665.42","1"
"1234915200000-119298664","2009-02-18T04:57:00Z","1137456000000-114","Lara","Mayer","Ap #152-5759 Nullam Road","Provo","UT","55940","USA","FannyGardman","5868.41","1"
"1194134400000-61230709","2007-11-04T15:48:00Z","1183075200000-705","Jemima","Conway","P.O. Box 700 903 Ac Rd.","Sioux City","IA","35124","USA","UmutcanYangoz","5804.54","1"
"1234569600000-154273962","2009-02-14T18:19:00Z","1306972800000-47","Kelsie","Townsend","P.O. Box 993 9764 Magna St.","Orlando","FL","68040","USA","rrkays2869","5338.75","1"
"1331596800000-83491520","2012-03-13T13:00:00Z","1359676800000-415","Aristotle","Huffman","P.O. Box 700 903 Ac Rd.","Sioux City","IA","35124","USA","UmutcanYangoz","3282.91","1"
"1142121600000-28909287","2006-03-12T19:20:00Z","1198886400000-177","Lee","Copeland","P.O. Box 946 7589 Vivamus Ave","Provo","UT","46281","USA","honeymustaaaard","5525.28","1"
"1184889600000-19679914","2007-07-20T05:58:00Z","1375488000000-325","Irma","Frye","Ap #867-7444 Aliquet. Rd.","Huntsville","AL","35229","USA","SakarSakir01","7779.46","1"
"1260662400000-288175503","2009-12-13T15:25:00Z","1110067200000-437","Eve","Sampson","P.O. Box 785 1008 Vel Avenue","Augusta","ME","78722","USA","markiewicz_maya","4460.46","1"
"1272672000000-103599137","2010-05-01T22:15:00Z","1324080000000-368","Lydia","Thomas","P.O. Box 195 5384 Fringilla Rd.","Billings","MT","16257","USA","biatchdu01","7101.42","1"
"1246320000000-44441404","2009-06-30T10:59:00Z","1144800000000-331","Walter","Morrow","Ap #689-6774 Cursus Rd.","Provo","UT","68102","USA","jo_kiro","6128","1"
"1384128000000-10688686","2013-11-11T15:55:00Z","1167091200000-525","Hermione","Fischer","7647 Pharetra St.","Kapolei","HI","67192","USA","SweforGuatemala","4135.17","1"
"1408406400000-215454978","2014-08-19T20:21:00Z","1297555200000-477","Fritz","Ellis","P.O. Box 785 1008 Vel Avenue","Augusta","ME","78722","USA","markiewicz_maya","6250.4","1"
"1372982400000-62307628","2013-07-05T04:33:00Z","1145750400000-462","Evan","Herman","P.O. Box 389 3297 Enim. Street","Baltimore","MD","74040","USA","ADVEscreamBlane","7452.29","1"
"1127779200000-229110465","2005-09-27T22:49:00Z","1178668800000-249","Nero","Talley","Ap #858-7823 Mollis. Ave","Springfield","IL","79567","USA","mclow","5763.75","1"
"1270598400000-90345209","2010-04-07T21:59:00Z","1255910400000-314","Lee","Harmon","1779 Molestie Street","Miami","FL","42004","USA","torkadeblommor","4686.07","1"
"1178323200000-84751769","2007-05-05T01:05:00Z","1237593600000-73","Oliver","Mcdowell","P.O. Box 699 8684 Lectus Rd.","Louisville","KY","13442","USA","glserhacbekirol","7128.46","1"
"1220227200000-232814438","2008-09-01T20:15:00Z","1318550400000-281","Paloma","Hodge","7161 Nulla Rd.","Frederick","MD","68230","USA","andreaskron","6899.23","1"
"1328140800000-20399854","2012-02-02T03:19:00Z","1128643200000-286","Edan","Evans","Ap #219-9724 Felis Av.","Bellevue","NE","73518","USA","MrsTwoEds","5375.15","1"
"1348531200000-58328146","2012-09-25T22:13:00Z","1174867200000-637","Julie","Bond","800-7504 Luctus St.","Iowa City","IA","42733","USA","kanelbullejulle","7217.2","1"
"1332115200000-119253949","2012-03-19T05:01:00Z","1216252800000-504","Brennan","Melendez","562-8381 Metus St.","Birmingham","AL","35033","USA","InfoDealzz","9721.14","1"
"1137801600000-221108795","2006-01-21T13:53:00Z","1274313600000-449","Colt","Adams","5263 Diam. Av.","Overland Park","KS","82378","USA","manzur329","9687.4","1"
"1138320000000-233085357","2006-01-27T19:12:00Z","1108080000000-26","Maggie","Riddle","P.O. Box 184 1866 Eu St.","Owensboro","KY","85057","USA","p_o_b_","5713.03","1"
"1306454400000-171626592","2011-05-27T10:44:00Z","1195603200000-470","Helen","Justice","P.O. Box 470 2484 Integer Road","Broken Arrow","OK","11075","USA","chipfred","3785.48","1"
"1328140800000-140672818","2012-02-02T11:02:00Z","1132790400000-187","Garrison","Mueller","Ap #371-4080 Pede Av.","Bowling Green","KY","44607","USA","henrikleman","6184.43","1"
"1190332800000-44300191","2007-09-21T23:41:00Z","1317254400000-101","Bruce","Church","Ap #230-6463 Non Av.","Chandler","AZ","86198","USA","jaureparadise","6611.22","1"
"1135987200000-178261554","2005-12-31T03:03:00Z","1169942400000-229","Octavius","Mooney","Ap #735-643 Enim. Rd.","West Valley City","UT","15377","USA","maliquewright","6731.71","1"
"1232841600000-135740795","2009-01-25T17:02:00Z","1234224000000-18","Julian","Joyce","612-2367 Placerat Rd.","Mobile","AL","36660","USA","SINIR_KARTALI","4464.82","1"
"1129680000000-246147319","2005-10-19T21:39:00Z","1145318400000-260","Jayme","Doyle","8860 Congue Rd.","Worcester","MA","92854","USA","gomaam","3663.63","1"
"1127779200000-20812576","2005-09-27T04:27:00Z","1299628800000-106","Mohammad","Montgomery","2640 At St.","Bear","DE","49343","USA","MasoudHakim","7884.03","1"
"1150416000000-186777796","2006-06-16T13:27:00Z","1318377600000-193","Daven","Palthey","121 Bright Branch St","Passadena","CA","91109","USA","theamandajean","8462.82","1"
"1115683200000-5995120","2005-05-10T02:12:00Z","1171756800000-63","Gail","Cunningham","850-2023 Varius. Rd.","Montpelier","VT","36278","USA","1danny_07_","5624.05","1"
"1232841600000-76293642","2009-01-25T01:44:00Z","1127692800000-38","James","Hamilton","381-2914 Gravida. St.","Fort Collins","CO","21625","USA","Cristian_RTR","9315.91","1"
"1147996800000-13036576","2006-05-19T17:05:00Z","1231891200000-240","Colby","Dodson","Ap #567-9313 Duis Av.","Lakewood","CO","29612","USA","wtrmrk","6591.69","1"
"1203033600000-123872189","2008-02-15T23:06:00Z","1358726400000-511","Leila","Stanley","6414 Nunc Ave","Covington","KY","79246","USA","cristian12365","6575.04","1"
"1148947200000-192339664","2006-05-30T07:33:00Z","1240272000000-179","April","Clements","777-1028 Mauris Rd.","Columbus","OH","49401","USA","frejan","4620.95","1"
"1260662400000-101288130","2009-12-13T04:37:00Z","1136937600000-159","Fuller","Curtis","Ap #672-5793 Rutrum St.","Fairbanks","AK","99959","USA","LeDexterGG","6485.75","1"
"1246320000000-170080095","2009-06-30T14:42:00Z","1110931200000-269","Jennifer","Powell","330-6143 Turpis Ave","Lawton","OK","12925","USA","dabbaren","3951.23","1"
"1132790400000-203867365","2005-11-24T23:45:00Z","1112227200000-583","Tallulah","Howell","5351 Tellus. Rd.","Grand Rapids","MI","93256","USA","marcelo876964","7578.35","1"
"1147996800000-45432679","2006-05-19T03:18:00Z","1185235200000-569","Cullen","Horton","Ap #858-7823 Mollis. Ave","Springfield","IL","79567","USA","mclow","5309.78","1"
"1220227200000-61280797","2008-09-01T23:06:00Z","1320192000000-491","Darrel","Holmes","574-4389 Turpis Road","College","AK","99617","USA","tonicierra","7353.3","1"
"1388793600000-251198225","2014-01-04T20:23:00Z","1173312000000-453","Wanda","Beasley","P.O. Box 736 7618 Nulla St.","Paradise","NV","57244","USA","esvanedemek","7333.24","1"
"1408406400000-257079965","2014-08-19T21:29:00Z","1183766400000-455","Xanthus","Jenkins","Ap #469-1974 Neque. St.","South Burlington","VT","97682","USA","divranli_61","4946.64","1"
"1150416000000-144037226","2006-06-16T16:58:00Z","1200009600000-354","Colin","Atkins","8860 Congue Rd.","Worcester","MA","92854","USA","gomaam","6839.74","1"
"1186790400000-18890674","2007-08-11T13:30:00Z","1362355200000-233","Ava","Hansen","P.O. Box 627 8516 Vestibulum. Av.","Springdale","AR","72781","USA","LJCereal","5445.17","1"
"1377129600000-152357805","2013-08-22T16:00:00Z","1203724800000-420","Tanner","Ray","531-8072 Libero. Av.","Lafayette","LA","40964","USA","majatova","4257.21","1"
"1135987200000-188620182","2005-12-31T07:39:00Z","1256083200000-549","Ramona","Hendricks","25 Colonial Apple Rd","Dallas","TX","75260","USA","URonPlanetEarth","4037.2","1"
"1332288000000-72829546","2012-03-21T17:13:00Z","1152835200000-408","Abel","Compton","Ap #243-7686 Aenean Street","Kenosha","WI","46610","USA","Oykuovic","4144.26","1"
"1285286400000-36133637","2010-09-24T12:38:00Z","1196726400000-214","Zia","Ray","Ap #491-3088 Cras Ave","Columbus","OH","82229","USA","shribr","6703.57","1"
"1246320000000-30278209","2009-06-30T11:19:00Z","1202947200000-311","Noel","Hahn","209-7923 Eu St.","Fort Worth","TX","47287","USA","allisavannah","3268.63","1"
"1232841600000-130341919","2009-01-25T13:28:00Z","1338508800000-410","Haviva","Duran","P.O. Box 389 1696 Elit. Rd.","Anchorage","AK","99765","USA","lyke_butta","6440.79","1"
"1129680000000-113606934","2005-10-19T12:44:00Z","1183420800000-382","Laurel","Hatfield","473-4114 Ut Rd.","Hartford","CT","43223","USA","JaneenWelson","8031.81","1"
"1129680000000-181075977","2005-10-19T08:43:00Z","1115769600000-129","Fulton","Kennedy","711-1688 Montes Rd.","Bangor","ME","52859","USA","Feipfu__Suawlu","4479.56","1"
"1300665600000-239435575","2011-03-21T12:15:00Z","1129939200000-510","Lucas","Mckinney","388-631 Auctor Rd.","Eugene","OR","39721","USA","limpdap1mp","7205.87","1"
"1220227200000-7675260","2008-09-01T12:48:00Z","1141171200000-183","Paula","Lucas","P.O. Box 222 4313 Sagittis. Avenue","Springfield","MO","79255","USA","emmahedlund1","6639.11","1"
"1250467200000-182284671","2009-08-17T16:12:00Z","1137888000000-369","Ralph","Farmer","Ap #243-7686 Aenean Street","Kenosha","WI","46610","USA","Oykuovic","5416.13","1"
"1147996800000-240288791","2006-05-19T01:38:00Z","1110412800000-240","Lyle","Neal","4370 Metus. Rd.","San Francisco","CA","91567","USA","Tooxma__Bounwo","3946.68","1"
"1204329600000-77397936","2008-03-01T12:51:00Z","1308355200000-195","Bryar","Conway","639-3096 Augue St.","Great Falls","MT","40482","USA","MayHockeyCSN","6805.74","1"
"1294444800000-262267328","2011-01-08T02:44:00Z","1246492800000-527","Lucius","Pena","4571 Non Street","Tampa","FL","77598","USA","MEriksson85","6437.67","1"
"1204329600000-164426718","2008-03-01T05:28:00Z","1282608000000-527","Igor","Phelps","Ap #746-7135 Non St.","Eugene","OR","98293","USA","ellen_berntsson","6326.92","1"
